True,2020/04/23 0:00:00,Visual Studioインストール,True
True,2020/04/24 0:00:00,登録機能実装,True
False,2020/04/27 0:00:00,削除、保存機能実装,True
True,2020/04/28 0:00:00,タスク修正、再読込、非表示機能実装,True
True,2020/04/28 0:00:00,ステータスバー実装,True
True,2020/05/01 0:00:00,提出前チェック,True
